case,929488,48,22,0,a,allU
solution,929488,9,0,9,R U' D F2 L' D R2 F2 R
case,929490,48,42,0,a,allU
solution,929490,9,0,9,R U D R L F2 U' D2 L
case,929491,48,22,0,a,allU
solution,929491,10,0,9,D R U' D F2 L' D R2 F2 R
case,929496,48,22,0,a,allU
solution,929496,10,0,9,D R U D2 R L F2 U' D2 L
case,929497,48,02,0,a,allU
solution,929497,10,0,9,D R U D R L F2 U' D2 L
case,929499,48,22,0,a,allU
solution,929499,9,0,9,R U D2 R L F2 U' D2 L
case,929506,48,12,1,c,
solution,929506,9,0,8,D L U R2 D2 L U' D2 R
case,929508,48,32,1,c,
solution,929508,9,0,8,U L U F2 R L B2 D R
case,929509,48,12,1,c,
solution,929509,8,0,8,L U' B2 R' D R2 F2 L
case,929512,48,22,1,b,
solution,929512,9,0,8,D' L U' B2 R' D R2 F2 L
case,929516,48,32,1,c,
solution,929516,9,0,8,U' R U B2 R L F2 D L
case,929518,48,22,1,b,
solution,929518,9,0,8,U2 R U L2 D2 R U' D2 L
case,929520,48,22,1,b,
solution,929520,8,0,8,L U R2 D2 L U' D2 R
case,929521,48,02,1,b,
solution,929521,9,0,9,R U R2 U R' L' U' D2 L
case,929522,48,12,1,c,
solution,929522,9,0,8,U2 R U' F2 L' D R2 F2 R
case,929524,48,02,1,b,
solution,929524,9,0,9,R' U F2 U2 R F2 R2 D' L
case,929525,48,12,1,c,
solution,929525,9,0,8,D' L U R2 D2 L U' D2 R
case,929526,48,22,1,b,
solution,929526,9,0,8,D L U' B2 R' D R2 F2 L
case,929532,48,32,1,c,
solution,929532,9,0,8,U' R' U' L2 D2 R' U D2 L
case,929533,48,12,1,c,
solution,929533,9,0,8,D' L' U' B2 R' L' F2 D' R
case,929535,48,32,1,c,
solution,929535,9,0,9,R U D2 R L U' F2 D2 L
case,929538,48,42,1,b,
solution,929538,9,0,8,U2 R' U' F2 R' L' B2 D' L
case,929539,48,22,1,b,
solution,929539,9,0,8,U' R' U B2 L D' R2 B2 R
case,929540,48,32,1,c,
solution,929540,9,0,8,B2 R' U L D' L2 U F2 R
case,929542,48,22,1,b,
solution,929542,10,0,8,U D' L' U' R2 D2 L' U D2 R
case,929543,48,32,1,c,
solution,929543,9,0,8,U L' U' R2 D2 L' U D2 R
case,929544,48,42,1,b,
solution,929544,8,0,8,L' U' B2 R' L' F2 D' R
case,929547,48,22,1,b,
solution,929547,9,0,8,B2 R' D2 L U R2 D' F2 L
case,929549,48,12,1,c,
solution,929549,9,0,8,D L' U' B2 R' L' F2 D' R
case,929550,48,22,1,b,
solution,929550,9,0,8,U L' U F2 R D' R2 B2 L
case,929560,48,22,1,b,
solution,929560,9,0,8,B2 R' D' L2 B2 U' R U2 L
case,929562,48,42,1,b,
solution,929562,9,0,8,U2 L U F2 R L B2 D R
case,929563,48,22,1,b,
solution,929563,9,0,8,U L U' B2 R' D R2 F2 L
case,929566,48,32,1,c,
solution,929566,9,0,9,R U' D F2 R2 L' F2 U' R
case,929570,48,42,1,b,
solution,929570,8,0,8,R U B2 R L F2 D L
case,929572,48,32,1,c,
solution,929572,9,0,8,U' R U L2 D2 R U' D2 L
case,929574,48,32,1,c,
solution,929574,9,0,8,U L U R2 D2 L U' D2 R
case,929575,48,12,1,c,
solution,929575,9,0,8,D R U B2 R L F2 D L
case,929576,48,22,1,b,
solution,929576,9,0,8,U' R U' F2 L' D R2 F2 R
case,929578,48,12,1,c,
solution,929578,9,0,8,D' R U B2 R L F2 D L
case,929579,48,22,1,b,
solution,929579,10,0,8,U D' L U R2 D2 L U' D2 R
case,929580,48,32,1,c,
solution,929580,9,0,8,B2 R' U B2 L' U D' F2 R
case,929584,48,22,2,a,colR
solution,929584,8,0,8,L U' R U B2 L2 D' R
case,929588,48,32,2,c,
solution,929588,8,0,8,L U' R' B2 L' D B2 L
case,929590,48,22,2,b,
solution,929590,8,0,8,R U D L B2 L2 D' R
case,929600,48,22,2,b,
solution,929600,8,0,8,L U' R U' F2 R2 D' L
case,929602,48,12,2,c,
solution,929602,9,0,8,D L U' R' B2 L' D B2 L
case,929606,48,22,2,a,allF
solution,929606,9,0,8,U2 R U' L U F2 R2 D' L
case,929610,48,42,2,a,colR
solution,929610,9,0,8,D L' U L2 U L U' D2 R
case,929611,48,22,2,a,colR
solution,929611,8,0,8,R U L' D' R2 F2 U R
case,929612,48,32,2,c,
solution,929612,8,0,8,R F2 D L F2 U' D2 L
case,929614,48,22,2,b,
solution,929614,8,0,8,R U' R2 U' R' U D2 L
case,929615,48,32,2,c,
solution,929615,8,0,8,L' U' D R L2 F2 U' L
case,929616,48,42,2,b,
solution,929616,8,0,8,R B2 U2 D R' U' B2 L
case,929618,48,42,2,b,
solution,929618,8,0,8,L' B2 U2 D' L U B2 R
case,929620,48,32,2,c,
solution,929620,8,0,8,R U D2 R2 L' U F2 R
case,929624,48,42,2,a,allF
solution,929624,9,0,8,D R U' R2 U' R' U D2 L
case,929627,48,22,2,b,
solution,929627,8,0,8,L' U L2 U L U' D2 R
case,929628,48,32,2,c,
solution,929628,8,0,8,L' F2 D' R' F2 U D2 R
case,929630,48,22,2,a,allF
solution,929630,9,0,8,U2 R' U' L D R2 B2 U' R
case,929640,48,22,1,b,
solution,929640,8,0,8,R' U' L2 D2 R' U D2 L
case,929641,48,02,1,b,
solution,929641,9,0,9,L' U' L2 U' R L U D2 R
case,929643,48,22,1,b,
solution,929643,9,0,8,D R' U B2 L D' R2 B2 R
case,929646,48,32,1,c,
solution,929646,9,0,8,U' R' U' F2 R' L' B2 D' L
case,929647,48,12,1,c,
solution,929647,8,0,8,R' U B2 L D' R2 B2 R
case,929648,48,22,1,b,
solution,929648,9,0,8,D' R' U B2 L D' R2 B2 R
case,929650,48,12,1,c,
solution,929650,9,0,8,D R' U' L2 D2 R' U D2 L
case,929651,48,22,1,b,
solution,929651,9,0,8,U2 L' U' R2 D2 L' U D2 R
case,929652,48,32,1,c,
solution,929652,9,0,8,U L' U' B2 R' L' F2 D' R
case,929655,48,12,1,c,
solution,929655,9,0,8,D' R' U' L2 D2 R' U D2 L
case,929657,48,02,1,b,
solution,929657,9,0,9,L U' F2 U2 L' F2 L2 D R
case,929658,48,12,1,c,
solution,929658,9,0,8,U2 L' U F2 R D' R2 B2 L
case,929664,48,22,2,a,colR
solution,929664,9,0,9,R D' R2 U' F2 R D' F2 L
case,929665,48,02,2,a,colR
solution,929665,9,0,9,R U' B2 U L2 U' R F2 L
case,929666,48,12,2,c,
solution,929666,7,0,7,L U F2 L' D F2 R
case,929668,48,02,2,b,
solution,929668,9,0,8,U R U' D L B2 R2 U' R
case,929669,48,12,2,c,
solution,929669,8,0,7,U2 R U B2 R' D B2 L
case,929670,48,22,2,b,
solution,929670,9,0,8,U R U' D' R L B2 U' R
case,929672,48,22,2,b,
solution,929672,9,0,8,U' L U' D' R L F2 U' L
case,929674,48,12,2,c,
solution,929674,8,0,7,U2 L' U' B2 L D' B2 R
case,929678,48,22,2,a,allF
solution,929678,9,0,9,R D2 R2 U B2 L' F2 D' R
case,929681,48,02,2,b,
solution,929681,9,0,8,U' R U R' L' B2 U2 D L
case,929682,48,12,2,c,
solution,929682,7,0,7,R' U' F2 R D' F2 L
case,929684,48,02,2,a,allF
solution,929684,9,0,9,R U F2 D L B2 L2 D' R
