case,930567,88,52,4,,
solution,930567,8,0,8,R' D2 B2 D R' L U' R
case,930568,88,32,4,,
solution,930568,8,0,6,R2 U' L U' R' L U' L
case,930570,88,52,4,,
solution,930570,8,0,6,R2 U R' L' D L' U' L
case,930576,88,32,4,,
solution,930576,8,0,6,L2 U' R U' R L' U' R
case,930580,88,42,4,,
solution,930580,6,0,6,R L B2 U' D' R
solution,930580,6,0,6,R L F2 U' D' L
solution,930580,7,0,6,U R L B2 U' D' R
solution,930580,7,0,6,U2 R L B2 U' D' R
solution,930580,7,0,6,U' R L B2 U' D' R
solution,930580,7,0,6,D R L B2 U' D' R
solution,930580,7,0,6,D2 R L B2 U' D' R
solution,930580,7,0,6,D' R L B2 U' D' R
solution,930580,7,0,7,R L U2 B2 U' D' R
solution,930580,7,0,7,R L D B2 U' D' R
solution,930580,7,0,7,R L D2 B2 U' D' R
solution,930580,7,0,7,R L D' B2 U' D' R
solution,930580,7,0,7,R L B2 R2 U' D' R
solution,930580,7,0,7,R L B2 L2 U' D' R
solution,930580,7,0,6,U R L F2 U' D' L
solution,930580,7,0,6,U2 R L F2 U' D' L
solution,930580,7,0,6,U' R L F2 U' D' L
solution,930580,7,0,6,D R L F2 U' D' L
solution,930580,7,0,6,D2 R L F2 U' D' L
solution,930580,7,0,6,D' R L F2 U' D' L
solution,930580,7,0,7,R L U2 F2 U' D' L
solution,930580,7,0,7,R L D F2 U' D' L
solution,930580,7,0,7,R L D2 F2 U' D' L
solution,930580,7,0,7,R L D' F2 U' D' L
solution,930580,7,0,7,R L F2 R2 U' D' L
solution,930580,7,0,7,R L F2 L2 U' D' L
case,930594,88,52,4,,
solution,930594,7,0,7,L' U' R' D' B2 D L
case,930598,88,62,4,,
solution,930598,8,0,6,R2 U2 L' U' R' L2 U' L
case,930604,88,42,4,,
solution,930604,8,0,8,R U L U F2 U2 D' L
case,930606,88,62,4,,
solution,930606,8,0,6,R2 U2 L U' R' L2 U' L
case,930607,88,42,4,,
solution,930607,8,0,8,R D R U R' L2 U' L
case,930648,88,32,4,,
solution,930648,8,0,7,U L' U' R' D' B2 D L
case,930652,88,42,4,,
